State,District,"(Counties, if a District)",Population/Census 2014,Percent Pop AA,Percent Pop Hispanic,Obama Share by Vote (2012),Title,Name,First Year in office,Last Election Year,Percent Vote Last Election,Party Affiliation,Race,Gender,status of reelection,Republican candidates,Rep Race,Rep Gender ,Democratic candidates,Dem Race,Dem Gender,NP Candidate,NP Race,NP Gender,Category,Next Election,Past election result,,Special notes
TX,143rd Judicial District,143,11625,4.9,51.5,25.9,District Attorney,Randall Reynolds,,2012,U,D,C,M,running,,,,,,,,,,A,2016,Ward,,
TX,145th Judicial District,"145, 420",65301,18.3,18.5,31.3,District Attorney,Nicole LoStracco,,2012,U,R,C,F,running,Rey Morin,,,,,,,,,N,2016,Nacogdoches,,
TX,156th Judicial District,"36, 156, 343",32863,8.6,57.8,43.8,District Attorney,Jose Aliseda,,2012,U,R,H,M,running,,,,,,,,,,A,2016,Bee,,
TX,156th Judicial District,"36, 156, 343",12091,4.9,37.5,22.3,District Attorney,Jose Aliseda,,2012,U,R,H,M,running,,,,,,,,,,N,2016,Live Oak,,
TX,156th Judicial District,"36, 156, 343",805,1.4,37.8,13.3,District Attorney,Jose Aliseda,,2012,U,R,H,M,running,,,,,,,,,,N,2016,McMullen,,
TX,159th Judicial District,"159, 217",87750,15.7,21.2,27.6,District Attorney,Art Bauereiss,,2012,U,R,C,M,not running,Katrina Carswell,C,F,,,,,,,N,2016,Angelina,,http://www.kplctv.com/story/30719821/angelina-co-assistant-district-attorney-announces-run-for-da
TX,173rd Judicial District,"3, 173, 392",79290,6.7,12,22.1,District Attorney,Scott McKee,,2012,U,R,C,M,,Mark Hall,C,M,,,,,,,N,2016,Henderson,,
TX,18th Judicial District,"18, 249, 413",157456,3.2,20,21.5,District Attorney,Dale Hanna,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Johnson,,
TX,196th Judicial District,"196, 354",88493,8.4,14.9,23.8,District Attorney,Noble Walker,,2012,U,R,C,M,running,,,,,,,,,,,2016,Hunt,,
TX,198th Judicial District,198,20892,0.9,17.9,19.7,District Attorney,Scott Monroe,2013,appt,,R,C,M,running,,,,,,,,,,N,2016,Bandera,,
TX,1st Judicial District,"1, 273",10350,7.5,4.3,17.6,District Attorney,J. Kevin Dutton,,2012,U,D,C,M,running,,,,,,,,,,N,2016,Sabine,,
TX,1st Judicial District,"1, 273",8610,22.8,7.4,32.3,District Attorney,J. Kevin Dutton,,2012,U,D,C,M,running,,,,,,,,,,N,2016,San Augustine,,
TX,216th Judicial District,216,25520,0.6,21.6,16.4,District Attorney,Bruce Curry,,2012,U,R,C,M,retiring,Lucy Wilke,C,F,,,,,,,N,2016,Gillespie,,http://www.hccommunityjournal.com/article_01b855c0-b3c2-11e5-bfc7-9b847a0aa190.html
TX,21st Judicial District,"21, 335",17253,13.1,20.1,26.4,District Attorney,Julie Renken,,2012,U,R,C,F,running,,,,,,,,,,N,2016,Burleson,,
TX,21st Judicial District,"21, 335",34438,18,15.1,23.5,District Attorney,Julie Renken,,2012,U,R,C,F,running,,,,,,,,,,N,2016,Washington,,
TX,220th Judicial District,220,17780,2,17.1,18.6,District Attorney,B.J. Shepherd,,2012,U,R,C,M,,Adam Sibley,C,M,,,,,,,N,2016,Bosque,,
TX,220th Judicial District,220,13550,1,27.3,18.1,District Attorney,B.J. Shepherd,,2012,U,R,C,M,,Adam Sibley,C,M,,,,,,,N,2016,Comanche,,
TX,220th Judicial District,220,8199,1,11.3,16.6,District Attorney,B.J. Shepherd,,2012,U,R,C,M,,Adam Sibley,C,M,,,,,,,N,2016,Hamilton,,
TX,229th Judicial District,229,11533,1.4,88.5,76.7,District Attorney,Omar Escobar,,2012,U,D,H,M,running,,,,J.M. Chuy Alvarez,H,M,,,,M,2016,Duval,,
TX,229th Judicial District,229,5255,0.8,91.6,78,District Attorney,Omar Escobar,,2012,U,D,H,M,running,,,,J.M. Chuy Alvarez,,,,,,M,2016,Jim Hogg,,
TX,229th Judicial District,"229, 381",62955,0.4,95.8,86.3,District Attorney,Omar Escobar,,2012,U,D,H,M,running,,,,J.M. Chuy Alvarez,H,M,,,,M,2016,Starr,,
TX,22nd Judicial District,"22, 207, 274, 433",123694,2.3,26.6,22.2,District Attorney,Jennifer Anne Owens Tharp,,2014,U,R,C,F,,,,,,,,,,,,2018,Comal,,
TX,235th Judicial District,235,38761,3.2,17,15.7,District Attorney,Janice Warder,,2012,U,R,C,F,not running,Derell Comer,C,M,,,,,,,N,2016,Cooke,,
TX,23rd Judicial District,"23, 130",36519,11.5,40.4,32.8,District Attorney,Steven Reis,,2012,U,D,C,M,running,,,,,,,,,,N,2016,Matagorda,,
TX,24th Judicial District,"24, 135, 267",7549,5.2,35.7,32.6,District Attorney,Michael Sheppard,,2012,U,D,C,M,,Jay Condie,C,M,,,,,,,N,2016,Goliad,,
TX,24th Judicial District,"24, 135, 267",7302,6.7,49.8,37.3,District Attorney,Michael Sheppard,,2012,U,D,C,M,,Jay Condie,,,,,,,,,N,2016,Refugio,,
TX,253rd Judicial District,"75, 253",78117,10.9,20.7,22.9,District Attorney,Logan Pickett,,2012,U,R,C,M,running,,,,,,,,,,,2016,Liberty,,
TX,258th Judicial District,"258, 411",14224,9.8,9.2,25.9,District Attorney,Bennie Schiro,,2012,,R,C,M,running,,,,,,,,,,N,2016,Trinity,,
TX,259th Judicial District,259,19936,13.4,27.1,22,District Attorney,Joe Edd Boaz,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Jones,,
TX,259th Judicial District,259,3343,1.4,11.5,9.6,District Attorney,Joe Edd Boaz,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Shackelford,,
TX,25th Judicial District,"25, 274",147250,7.9,37,31.8,District Attorney,Heather McMinn,,2012,U,R,C,F,,,,,,,,,,,N,2016,Guadalupe,,
TX,266th Judicial District,266,40147,1.7,20.1,15.8,District Attorney,Michael Alan Nash,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Erath,,
TX,26th Judicial District,"26, 277, 368, 395, 425",489250,6.8,2.6,37.9,District Attorney,Jana Duty,,2012,59.1,R,C,F,running ,Shawn Dick,C,M,,,,,,,N,2016,Williamson,,http://kxan.com/2015/12/03/williamson-co-district-attorney-facing-possible-disciplinary-action-by-state-bar/
TX,271st Judicial District,271,8855,4.2,16.3,10.4,District Attorney,Greg Lowery,2009,2012,U,R,C,M,running,,,,,,,,,,N,2016,Jack,,
TX,271st Judicial District,271,61638,1.6,18.4,15.5,District Attorney,Greg Lowery,2009,2012,U,R,C,M,running,,,,,,,,,,N,2016,Wise,,
TX,278th Judicial District,"12, 506",27172,16.5,22.8,27.2,District Attorney,Tuck McLain,1997,2012,U,R,C,M,running,,,,,,,,,,N,2016,Grimes,,
TX,27th Judicial District,"27, 146, 169, 264, 426",329140,22.7,23.5,41.2,District Attorney,Henry Garza,,2012,U,R,H,M,running,,,,,,,,,,A,2016,Bell,,
TX,286th Judicial District,286,2935,5.1,57,27.9,District Attorney,Christopher Dennis,,2012,U,R,C,M,running,Richard Husen,C,M,,,,,,,A,2016,Cochran,,
TX,286th Judicial District,286,23577,4.4,46.7,20.8,District Attorney,Christopher Dennis,,2012,U,R,C,M,running,Richard Husen,,M,,,,,,,N,2016,Hockley,,
TX,287th Judicial District,287,6910,1.7,61.1,25.7,District Attorney,Kathryn Gurley,,2012,U,R,C,M,running,,,,,,,,,,A,2016,Bailey,,
TX,287th Judicial District,287,9908,1.7,62.1,20.7,District Attorney,Kathryn Gurley,,2012,U,R,C,F,running,,,,,,,,,,A,2016,Parmer,,
TX,293rd Judicial District,"293, 365",11089,1.7,85.9,73.4,District Attorney,Robert Serna,,2012,U,D,H,M,running,,,,,,,,,,A,2016,Dimmit,,
TX,293rd Judicial District,"293, 365",57023,0.6,95.1,78.6,District Attorney,Robert Serna,,2012,U,D,H,M,running,,,,,,,,,,A,2016,Maverick,,
TX,293rd Judicial District,"293, 365",12267,1.3,93,83.3,District Attorney,Robert Serna,,2012,U,D,H,M,running,,,,,,,,,,A,2016,Zavala,,
TX,29th Judicial District,29,28096,2.5,19.8,19.4,District Attorney,Michael Burns,,2012,U,R,C,M,running,Kriste Burnett,,,,,,,,,N,2016,Palo Pinto,,
TX,2nd Judicial District,"2, 369",50902,15,22,24,District Attorney,Rachel Patton,,2012,59.3,R,C,F,running,Elmer Beckworth,C,M,,,,,,,N,2016,Cherokee,,
TX,31st Judicial District,31,4180,0.7,32.3,12.7,District Attorney,Franklin McDonough,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Hemphill,,
TX,31st Judicial District,31,3553,1.8,31.6,10.2,District Attorney,Franklin McDonough,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Lipscomb,,
TX,31st Judicial District,31,928,0.5,10.9,6.5,District Attorney,Randall Reynolds,,2012,,D,C,M,,,,,,,,,,,,,Roberts,,
TX,31st Judicial District,31,5714,2.8,27.3,10.9,District Attorney,Franklin McDonough,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Wheeler,,
TX,31st Judicial District,"31, 223",23044,5.2,27.1,12,District Attorney,Franklin McDonough,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Gray,,
TX,329th Judicial District,"23, 329",41168,14.1,39.7,30.1,District Attorney,Ross Kurtz,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Wharton,,
TX,32nd Judicial District,32,3831,3.8,27.9,31.4,District Attorney,Ann Reed,,2012,U,R,C,F,,John Young,,M,,,,,,,N,2016,Fisher,,
TX,32nd Judicial District,32,9076,11.9,39.2,23.2,District Attorney,Ann Reed,,2012,U,R,C,F,,John Young,,M,,,,,,,N,2016,Mitchell,,
TX,32nd Judicial District,32,15093,5.2,36,26.6,District Attorney,Ann Reed,,2012,U,R,C,F,,John Young,,,,,,,,,N,2016,Nolan,,
TX,33rd Judicial District,"33, 424",10812,1.1,18.8,24.5,District Attorney,Wiley McAfee,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Blanco,,
TX,33rd Judicial District,"33, 424",44943,2.4,21.9,21.9,District Attorney,Wiley McAfee,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Burnet,,
TX,33rd Judicial District,"33, 424",19510,1.3,9.8,19.1,District Attorney,Wiley McAfee,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Llano,,
TX,33rd Judicial District,"33, 424",5622,2.5,29.1,14.3,District Attorney,Wiley McAfee,,2012,U,R,C,M,running,,,,,,,,,,N,2016,San Saba,,
TX,344th Judicial District,"253, 344",38145,9,21.3,18.9,District Attorney,Cheryl Swope Lieck,2009,2012,U,R,C,F,running,,,,,,,,,,N,2016,Chambers,,
TX,349th Judicial District,"3, 349",22741,25.8,10.9,27.6,District Attorney,Donna Gordon Kasper,,2012,66.3,R,C,F,running,,,,,,,,,,N,2016,Houston,,
TX,34th Judicial District,"205, 394",2266,1.3,73.5,64.6,District Attorney,Jaime Esparza,,2012,U,D,H,M,running,,,,Leonard Morales,H,M,,,,M,2016,Culberson,,
TX,34th Judicial District,"205, 394",3211,1.8,78.2,43.9,District Attorney,Jaime Esparza,,2012,U,D,H,M,running,,,,Leonard Morales,H,M,,,,M,2016,Hudspeth,,
TX,34th Judicial District,"34,41,65,120,168,171,205,210,243,327,346,383,384,388,409,448",833487,4,81.2,65.5,District Attorney,Jaime Esparza,,2012,U,D,H,M,running,,,,Yvonne Rosales,H,F,,,,M,2016,El Paso,,
TX,355th Judicial District,354,53921,0.8,11.5,17.1,District Attorney,Rob Christian,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Hood,,
TX,35th Judicial District,35,37653,3.8,20.9,13.7,District Attorney,Michael Murray,,2012,U,R,C,M,running,Bill Ruth,C,M,,,,,,,N,2016,Brown,,
TX,35th Judicial District,35,4870,1.1,17.3,12.7,District Attorney,Michael Murray,,2012,U,R,C,M,running,Bill Ruth,,M,,,,,,,N,2016,Mills,,
TX,369th Judicial District,"12, 87, 278",16861,7.5,14.2,15.3,District Attorney,Hope Knight,2015,appt,,R,C,F,,,,,,,,,,,,2018,Leon,,
TX,36th Judicial District,"36, 156, 343",66915,2.2,56,39.1,District Attorney,Michael Welborn,,2014,U,R,C,M,,Sam Smith,C,M,,,,,,,,2016,San Patricio,,Unexpired term
TX,38th Judicial District,38,47894,2.8,50.9,29.8,District Attorney,Daniel Kindred,,2012,U,R,C,M,running,,,,,,,,,,A,2016,Medina,,
TX,38th Judicial District,38,3371,0.9,26.7,18,District Attorney,Danny Kindred,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Real,,
TX,38th Judicial District,38,27117,1.2,70.2,45.3,District Attorney,Danny Kindred,,2012,U,R,C,M,running,,,,,,,,,,A,2016,Uvalde,,
TX,39th Judicial District,39,5769,4.6,25.5,27.5,District Attorney,Mike Fouts,2001,2012,U,D,C,M,running,,,,,,,,,,N,2016,Haskell,,
TX,39th Judicial District,39,785,1.1,18.1,16.3,District Attorney,Mike Fouts,2001,2012,U,D,C,M,running,,,,,,,,,,N,2016,Kent,,
TX,39th Judicial District,39,1403,3.8,15.6,23.7,District Attorney,Mike Fouts,2001,2012,U,D,C,M,running,,,,,,,,,,N,2016,Stonewall,,
TX,39th Judicial District,39,1608,1.1,11.9,13.4,District Attorney,Mike Fouts,2001,2012,U,D,C,M,running,,,,,,,,,,N,2016,Throckmorton,,
TX,42nd Judicial District,42,8430,2.8,17.7,12.7,District Attorney,Heath Hemphill,2009,2012,U,R,C,M,running,,,,,,,,,,N,2016,Coleman,,
TX,43rd Judicial District,"43, 415",123164,1.7,11.4,16.5,District Attorney,Don Schnebly,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Parker,,
TX,452nd Judicial District,452 judicial district,4071,1,23.8,19.3,District Attorney,Tonya Spaeth-Ahlschwede,,2014,U,R,C,F,,,,,,,,,,,,2018,Mason,,
TX,452nd Judicial District,452 judicial district,8199,2.8,31.1,17.9,District Attorney,Tonya Spaeth-Ahlaschweded,,2014,U,R,C,F,,,,,,,,,,,,2018,McCulloch,,
TX,452nd Judicial District,452 judicial district,2147,1.7,35.4,20.1,District Attorney,Tonya Spaeth-Ahlschwede,,2014,U,R,C,F,,,,,,,,,,,,2018,Menard,,
TX,452nd Judicial District,"63, 452",1879,0.8,54.4,26.2,District Attorney,Tonya Spaeth Ahlschwede,,2014,U,R,C,F,,,,,,,,,,,,2018,Edwards,,
TX,46th Judicial District,46,1275,5.3,18.7,28.3,District Attorney,Staley Heatly,,2012,U,D,C,M,running,,,,,,,,,,N,2016,Foard,,
TX,46th Judicial District,46,3928,6.1,22.8,20.2,District Attorney,Staley Heatly,,2012,U,D,C,M,running,,,,,,,,,,N,2016,Hardeman,,
TX,46th Judicial District,46,12973,8.7,28.7,24.4,District Attorney,Staley Heatly,,2012,U,D,C,M,running,,,,,,,,,,N,2016,Wilbarger,,
TX,47th Judicial District,47,1955,1.7,8.4,10.5,District Attorney,Randall Sims,,2012,U,R,C,M,running,Steven Denny,,M,,,,,,,N,2016,Armstrong,,
TX,47th Judicial District,"47, 108, 181, 251, 320",121627,10.6,37.4,26.9,District Attorney,Randall Sims,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Potter,,
TX,49th Judicial District,49,14319,0.4,93.9,71.3,District Attorney,Isidro Alaniz,2009,2012,U,D,H,M,running,,,,,,,,,,A,2016,Zapata,,
TX,49th Judicial District,"49, 341, 406",266673,0.7,95.2,76.6,District Attorney,Isidro Alaniz,2009,2012,U,D,H,M,running,,,,,,,,,,A,2016,Webb,,
TX,50th Judicial District,50,3592,3.1,12.4,16.8,District Attorney,David Hajek,,2012,U,R,C,M,,Jennifer Dick,C,F,,,,,,,N,2016,Baylor,,
TX,50th Judicial District,50,1415,10.4,24.3,24.3,District Attorney,David Hajek,,2012,U,R,C,M,,Jennifer Dick,C,F,,,,,,,N,2016,Cottle,,
TX,50th Judicial District,50,262,0,17.2,3.4,District Attorney,David Hajek,,2012,U,R,C,M,,,,,,,,,,,N,2016,King,,
TX,50th Judicial District,50,3858,6.1,33.6,22,District Attorney,David Hajek,,2012,U,R,C,M,,"Jennifer Dick, Lina Trevino",,,,,,,,,N,2016,Knox,,
TX,51st Judicial District,51,3254,1.1,21.1,12.7,District Attorney,Allison Palmer,,2012,U,R,C,F,running,,,,,,,,,,N,2016,Coke,,
TX,51st Judicial District,51,1574,1.5,27.5,14.2,District Attorney,Allison Palmer,,2012,U,R,C,F,running,,,,,,,,,,N,2016,Irion,,
TX,51st Judicial District,51,3162,1.8,52.2,21.7,District Attorney,Allison Palmer,,2012,U,R,C,F,running,,,,,,,,,,A,2016,Schleicher,,
TX,51st Judicial District,51,1339,1.3,38,6.3,District Attorney,Allison Palmer,,2012,U,R,C,F,running,,,,,,,,,,N,2016,Sterling,,
TX,52nd Judicial District,52,75562,17.4,17.9,31.1,District Attorney,Dusty Boyd,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Coryell,,
TX,53rd Judicial District,"53,98,126,147,167,200,201,250,261,299,331,345,353,390,403,419,427",1151145,8.9,33.9,60.1,District Attorney,Rosemary Lehmberg,,2012,U,D,C,F,,Maura Phelan,,,Gary Cobb,AA,M,,,,T,2016,Travis,,
TX,63rd Judicial District,63,3526,1.8,56.5,36.6,District Attorney,Fred Hernandez,,2012,U,D,H,M,running,Mike Bagley,,M,Jacques De La Mota,,M,,,,M,2016,Kinney,,
TX,63rd Judicial District,"63, 83",927,1.9,48.9,33.2,District Attorney,Fred Hernandez,,2012,U,D,H,M,running,Mike Bagley,,M,Jacques De la Mota,,,,,,M,2016,Terrell,,
TX,63rd Judicial District,"63, 83",48974,2,80.4,52,District Attorney,Fred Hernandez,,2012,U,D,H,M,running,Mike Bagley,,M,Jacques De La Mota,,,,,,M,2016,Val Verde,,
TX,64th Judicial District,"64, 242",34720,5.9,58.2,25.3,District Attorney,Wally Hatch,2004,2012,U,R,C,M,running,,,,,,,,,,A,2016,Hale,,
TX,66th Judicial District,66,34848,6.9,20.1,22.8,District Attorney,Mark Pratt,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Hill,,
TX,69th Judicial District,69,7135,2,42.9,16.5,District Attorney,David Green,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Dallam,,
TX,69th Judicial District,69,6089,7.5,6.3,9.6,District Attorney,David Green,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Hartley,,
TX,69th Judicial District,69,22148,3,52.8,19.3,District Attorney,David Green,,2012,U,R,C,M,running,,,,,,,,,,A,2016,Moore,,
TX,69th Judicial District,69,3084,1.2,42.2,11.7,District Attorney,David Green,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Sherman,,
TX,70th Judicial District,"70, 161, 244, 358",153904,4.9,57.5,25,District Attorney,Robert Bland IV,,2012,U,R,C,M,running,,,,,,,,,,A,2016,Ector,,
TX,76th Judicial District,"76, 276",12621,16.9,23.4,32.9,District Attorney,Charles Bailey,,2012,U,D,C,M,running,,,,,,,,,,A,2016,Camp,,
TX,76th Judicial District,"76, 276",32506,10.3,41.5,29.9,District Attorney,Charles Bailey,,2012,U,D,C,M,running,,,,,,,,,,N,2016,Titus,,
TX,79th Judicial District,79,7194,1.1,89.6,78.5,District Attorney,Carlos Omar Garcia,2013,2012,66.4,D,H,M,running,,,,"Rumaldo Rumy Solis, Jr.",H,M,,,,M,2016,Brooks,,
TX,79th Judicial District,79,41353,1,79.7,58.1,District Attorney,Carlos Omar Gracia,2013,2012,66.4,D,H,M,running,,,,"Rumaldo Rumy Solis, Jr.",,,,,,M,2016,Jim Wells,,
TX,81st Judicial District,"81, 218",47774,1.4,66.6,40.4,District Attorney,Rene Pena,,2012,U,D,H,M,running,Audrey Gossett Louis,,,,,,,,,A,2016,Atascosa,,
TX,81st Judicial District,"81, 218",18531,3.9,77.8,59.9,District Attorney,Rene Pena,,2012,U,D,H,M,running,Audrey Gossett Louis,,F,,,,,,,A,2016,Frio,,
TX,81st Judicial District,"81, 218",14906,8.7,52.5,31.7,District Attorney,Rene Pena,,2012,U,D,H,M,running,Audrey Gossett Louis,C,F,,,,,,,A,2016,Karnes,,
TX,81st Judicial District,"81, 218",7474,1.1,84.4,58.6,District Attorney,Rene Pena,,2012,U,D,H,M,running,Audrey Gossett Louis,,,,,,,,,A,2016,La Salle,,
TX,81st Judicial District,"81, 218",46402,1.7,38.6,28,District Attorney,Rene Pena,,2012,U,D,H,M,running ,Audrey Gossett Louis,,,,,,,,,N,2016,Wilson,,
TX,83rd Judicial District,394,9173,1.4,43.1,45.6,District Attorney,Rod Ponton,,2012,U,D,C,M,running,Sandy Wilson,,,Jaime Escuder,,,,,,A,2016,Brewster,,
TX,83rd Judicial District,394,2204,1.9,33.7,36.9,District Attorney,Rod Ponton,,2012,U,D,C,M,running,Sandy Wilson,,,Jaime Escuder,,,,,,N,2016,Jeff Davis,,
TX,83rd Judicial District,394,6976,1.5,82.7,70.6,District Attorney,Don Ponton,,2012,U,D,C,M,running,Sandy Wilson,,,Jaime Escuder,,,,,,M,2016,Presidio,,
TX,84th Judicial District,84,5509,1,45.4,8.1,District Attorney,Mark Snider,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Hansford,,
TX,84th Judicial District,"84, 316",21773,3,22.3,13.2,District Attorney,Mark Snider,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Hutchinson,,
TX,85th Judicial District,"85, 272, 361",209152,11.4,24.8,31.2,District Attorney,Jarvis Parsons,,2012,U,R,AA,M,running,,,,,,,,,,N,2016,Brazos,,
TX,88th Judicial District,"88,356",55621,5.7,5.6,15.8,District Attorney,David Sheffield,,2012,U,R,C,M,running,Tom Roebuck,C,M,,,,,,,N,2016,Hardin,,
TX,8th Judicial District,"8, 62",5238,8,7.2,22.5,District Attorney,Will Ramsey,,2012,75.6,R,C,M,running,,,,,,,,,,N,2016,Delta,,
TX,8th Judicial District,"8, 62",10600,4.5,13.7,17.6,District Attorney,Will Ramsey,,2012,76.6,R,C,M,running,,,,,,,,,,N,2016,Franklin,,
TX,8th Judicial District,"8, 62",35921,7.5,16.2,21.8,District Attorney,Will Ramsey,,2012,76.6,R,C,M,running,,,,,,,,,,N,2016,Hopkins,,
TX,90th Judicial District,90,9405,2.6,22.9,13.9,District Attorney,Dee Hudson Peavy,,2012,U,R,C,F,running,,,,,,,,,,N,2016,Stephens,,
TX,90th Judicial District,90,18350,1.6,17.9,13.6,District Attorney,Dee Hudson Peavy,,2012,U,R,C,F,running,,,,,,,,,,N,2016,Young,,
TX,97th Judicial District,97,8811,1.1,8.2,12.6,District Attorney,Paige Williams,,2012,U,R,C,F,running,Casey Polhemus,,,,,,,,,N,2016,Archer,,
TX,97th Judicial District,97,10370,0.9,5.4,14.6,District Attorney,Paige Williams,,2012,U,R,C,F,running,Clay Polhemus,C,M,,,,,,,N,2016,Clay,,
TX,97th Judicial District,97,19416,0.8,10.5,14.4,District Attorney,Paige Williams,,2012,U,R,C,F,running,Clay Polhemus,,M,,,,,,,N,2016,Montague,,
TX,9th Judicial District,"9, 221, 284, 359, 410, 418, 435",518947,4.9,22.5,19,District Attorney,Brett Ligon,,2012,U,R,C,M,running,,,,,,,,,,N,2016,Montgomery,,
UT,Beaver,,6461,0.4,10.9,13.5,County Attorney,Von Christiansen,,2014,U,D,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/beaver,,
UT,Box Elder,,51518,0.5,9.1,10.2,County Attorney,Stephen Hadfield,2007,2014,U,R,C,M,,,,,,,,,,,,2018,,,
UT,Cache,,118343,0.8,10.5,14.8,County Attorney,James Swink,,2014,70.37,R,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/cache,,
UT,Carbon,,20660,0.8,13.1,30.1,County Attorney,Gene Strate,,2014,U,D,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/carbon,,
UT,Daggett,,1117,0.4,4.2,18.1,County Attorney,Niel Lund,,,contractor,,C,M,EMAIL SENT 2/2,,,,,,,,,,,2018,,,
UT,Davis,,329692,1.4,9.1,18.1,County Attorney,Troy Rawlings,,2014,U,R,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/davis,,
UT,Duchesne,,20380,0.6,8.1,9.1,County Attorney,Stephen Foote,,2014,U,R,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/duchesne,,
UT,Emery,,10631,0.5,6.3,12.8,County Attorney,Michael Olsen,,2014,U,R,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/emery,,
UT,Garfield,,5024,0.5,5.6,14.1,County Attorney,Barry Huntington,,2014,U,R,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/garfield,,
UT,Grand,,9429,0.7,10,43.7,County Attorney,Andrew Fitzgerald,,2014,U,NP,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/grand,,
UT,Iron,,47269,0.7,8.3,12.9,County Attorney,Scott Garrett,,2014,U,R,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/iron,,
UT,Juab,,10486,0.4,4.7,11.4,County Attorney,Jared Eldridge,,2014,U,R,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/juab,,
UT,Kane,,7254,0.4,4.5,22.1,County Attorney,Robert VanDyke,,2014,U,R,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/kane,,
UT,Millard,,12606,0.5,12.8,8.6,County Attorney,Patrick Finlinson,,2014,U,R,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/millard,,
UT,Morgan,,10608,0.3,2.7,8.8,County Attorney,Jann Farris,,2014,U,NP,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/morgan,,
UT,Piute,,1484,0.2,7.7,9.5,County Attorney,Scott Burns,2015,2014,appt,R,C,M,,,,,,,,,,,,2018,,,
UT,Rich,,2293,0.3,4.6,8.2,County Attorney,Gary Heward,,appt,,R,C,M,EMAIL SENT 2/2,,,,,,,,,,,2018,,,
UT,Salt Lake ,appears to be progressive,1091742,2,17.8,38.3,County Attorney,Sim Gill,2011,2014,52.27,D,A,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/saltlake,,
UT,San Juan,,15251,0.4,5.1,40.3,County Attorney,Kendall Laws,,2014,60.69,D,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/sanjuan,,
UT,Sanpete,,28477,1,9.7,10.3,County Attorney,Brody Keisel,,2014,U,R,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/sanpete,,
UT,Sevier,,20773,0.3,4.9,9.1,County Attorney,Dale Eyre,,2014,U,R,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/sevier,,
UT,Summit,,39105,0.7,11.6,46.2,County Attorney,Robert Hilder,,2014,51.83,D,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/summit,,
UT,Tooele,,61598,0.9,11.8,23.5,County Attorney,Scott Sweat,,appt,,R,C,M,,,,,,,,,,,,2018,,,
UT,Uintah,,36867,0.6,8,8.6,County Attorney,G. Mark Thomas,,2014,U,R,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/uintah,,
UT,Utah,,560974,0.7,11.2,9.7,County Attorney,Jeff Buhman,,2014,U,R,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/utah,,
UT,Wasatch,,27714,0.5,12.9,22.8,County Attorney,Scott Sweat,,2014,U,R,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/wasatch,,
UT,Washington,,151948,0.8,10,15.4,County Attorney,Brock Belnap,,2014,U,R,C,M,,,,,,,,,,,,2018,http://electionresults.utah.gov/elections/county/washington,,
