,fips_code,county_name,district,state,GEO_display-label,id,first_name,last_name,gender,race,party,is_incumbent,is_running,is_appointed,won_primary,first_year_elected,last_year_elected,percent_vote,next_election,wa,ba,ia,aa,na,hispanic,tot_tom,tot_persons_color,total_pop,perc_persons_color,majority-minority
3354,72059,Guayanilla Municipio,PR - Ponce District,PR,"Guayanilla Municipio, Puerto Rico",Fusion-60,Richard,Jimenez Rosado,Male,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,394.392938732,38.9820639,1.71613416,1.024309,0.14056068,19147.3587349,20.3852194,19209.6071201,19604,0.97988202,minority
3355,72061,Guaynabo Municipio,PR - Bayamon District,PR,"Guaynabo Municipio, Puerto Rico",Fusion-53,Sonia,Otero,Female,Hispanic or Latino,,Yes,,Yes,,,2014,,,1828.30217706,180.710619525,7.95554766,4.74842775,0.65160243,88762.1309157,94.50052815,89050.6980956,90879,0.97988202,minority
3356,72063,Gurabo Municipio,PR - Caguas District,PR,"Gurabo Municipio, Puerto Rico",Fusion-54,Melissa,Vazquez Sandoval,Female,Hispanic or Latino,,Yes,,Yes,,,2012,,,950.876466495,93.985270875,4.1375781,2.46959625,0.33889005,46164.0435934,49.14851025,46314.1236753,47265,0.97988202,minority
3357,72065,Hatillo Municipio,PR - Arecibo District,PR,"Hatillo Municipio, Puerto Rico",Fusion-52,Wilson,Gonzalez Antongiorgi,Male,Hispanic or Latino,,Yes,,Yes,,,2008,,,825.782848201,81.620933325,3.59325438,2.14470575,0.29430699,40090.8811463,42.68272295,40221.2172749,41047,0.97988202,minority
3358,72067,Hormigueros Municipio,PR - Mayaguez District,PR,"Hormigueros Municipio, Puerto Rico",Fusion-59,Blanca,Portela Martinez,Female,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,331.504123874,32.76609105,1.44248412,0.8609755,0.11814726,16094.1734969,17.1346483,16146.4959256,16478,0.97988202,minority
3359,72069,Humacao,PR - Humacao District,PR,"Humacao Municipio, Puerto Rico",Fusion-58,Elizabeth,Rosario Cabassa,Female,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,1103.00865394,109.022118825,4.79955558,2.86471075,0.39310959,53549.8998857,57.01185595,53723.9915105,54827,0.97988202,minority
3360,72071,Isabela Municipio,PR - Aguadilla District,PR,"Isabela Municipio, Puerto Rico",Fusion - 68,Gerardo,Martinez Rodriguez,Male,Hispanic or Latino,,Yes,,Yes,,,,,,873.080226234,86.29583805,3.79906092,2.2675455,0.31116366,42387.1186685,45.1274103,42524.919904,43398,0.97988202,minority
3361,72073,Jayuya Municipio,PR - Utuado District,PR,"Jayuya Municipio, Puerto Rico",Fusion-62,Juan,Acevedo Ayala,Male,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,308.368443424,30.4793448,1.34181312,0.800888,0.10990176,14970.9607574,15.9388208,15019.6316026,15328,0.97988202,minority
3362,72075,Juana Diaz Municipio,PR - Ponce District,PR,"Juana Díaz Municipio, Puerto Rico",Fusion-60,Richard,Jimenez Rosado,Male,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,966.87026298,95.5661085,4.2071724,2.511135,0.3445902,46940.5254438,49.975191,47093.1298812,48060,0.97988202,minority
3363,72077,Juncos Municipio,PR - Caguas District,PR,"Juncos Municipio, Puerto Rico",Fusion-54,Melissa,Vazquez Sandoval,Female,Hispanic or Latino,,Yes,,Yes,,,2012,,,799.770296182,79.04983515,3.48006516,2.0771465,0.28503618,38827.9993444,41.3381969,38954.2298231,39754,0.97988202,minority
3364,72079,Lajas Municipio,PR - Mayaguez District,PR,"Lajas Municipio, Puerto Rico",Fusion-59,Blanca,Portela Martinez,Female,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,481.523923105,47.594149125,2.0952699,1.25060375,0.17161395,23377.4755825,24.88880975,23453.4761487,23935,0.97988202,minority
3365,72081,Lares Municipio,PR - Utuado District,PR,"Lares Municipio, Puerto Rico",Fusion-62,Juan,Acevedo Ayala,Male,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,550.669430676,54.4285377,2.39614488,1.430187,0.19625724,26734.4166136,28.4627742,26821.3306514,27372,0.97988202,minority
3366,72083,Las Marias Municipio,PR - Mayaguez District,PR,"Las Marías Municipio, Puerto Rico",Fusion-59,Blanca,Portela Martinez,Female,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,178.667807023,17.659646475,0.77744274,0.46403225,0.06367677,8674.13246913,9.23490785,8702.33221962,8881,0.97988202,minority
3367,72085,Las Piedras Municipio,PR - Humacao District,PR,"Las Piedras Municipio, Puerto Rico",Fusion-58,Elizabeth,Rosario Cabassa,Female,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,770.31756907,76.13870775,3.3519066,2.0006525,0.2745393,37398.1006917,39.8158565,37519.6825458,38290,0.97988202,minority
3368,72087,Loiza Municipio,PR - Carolina District,PR,"Loíza Municipio, Puerto Rico",Fusion-55,Alma,Mendez Rios,Female,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,548.235154733,54.187932225,2.38555254,1.42386475,0.19538967,26616.2350992,28.33695235,26702.764927,27251,0.97988202,minority
3369,72089,Luquillo Municipio,PR - Fajardo District,PR,"Luquillo Municipio, Puerto Rico",Fusion-56,Victor,Ramirez Carbonell,Male,Hispanic or Latino,,Yes,,Yes,,,2010,,,382.322148932,37.7889789,1.66361016,0.992959,0.13625868,18561.3346969,19.7613094,18621.6779081,19004,0.97988202,minority
3370,72091,Manati Municipio,PR - Arecibo District,PR,"Manatí Municipio, Puerto Rico",Fusion-52,Wilson,Gonzalez Antongiorgi,Male,Hispanic or Latino,,Yes,,Yes,,,2008,,,818.8019081,80.9309325,3.562878,2.126575,0.291819,39751.963911,42.321895,39881.198214,40700,0.97988202,minority
3371,72093,Maricao Municipio,PR - Mayaguez District,PR,"Maricao Municipio, Puerto Rico",Fusion-59,Blanca,Portela Martinez,Female,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,118.756453649,11.737967925,0.51674862,0.30843175,0.04232451,5765.49982719,6.13823455,5784.24356406,5903,0.97988202,minority
3372,72095,Maunabo Municipio,PR - Humacao District,PR,"Maunabo Municipio, Puerto Rico",Fusion-58,Elizabeth,Rosario Cabassa,Female,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,227.634977645,22.499594625,0.9905151,0.59120875,0.08112855,11051.4366499,11.76590275,11087.3650563,11315,0.97988202,minority
3373,72097,Mayaguez,PR - Mayaguez District,PR,"Mayagüez Municipio, Puerto Rico",Fusion-59,Blanca,Portela Martinez,Female,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,1599.58082833,158.10364725,6.9603054,4.1543975,0.5700867,77657.9521023,82.6784735,77910.4194102,79510,0.97988202,minority
3374,72099,Moca Municipio,PR - Aguadilla District,PR,"Moca Municipio, Puerto Rico",Fusion - 68,Gerardo,Martinez Rodriguez,Male,Hispanic or Latino,,Yes,,Yes,,,,,,759.373386318,75.05697735,3.30428484,1.9722285,0.27063882,36866.7722306,39.2501781,36986.6267269,37746,0.97988202,minority
3375,72101,Morovis Municipio,PR - Arecibo District,PR,"Morovis Municipio, Puerto Rico",Fusion-52,Wilson,Gonzalez Antongiorgi,Male,Hispanic or Latino,,Yes,,Yes,,,2008,,,641.079646278,63.36474435,2.78954964,1.6649985,0.22847922,31123.7366582,33.1358601,31224.9204493,31866,0.97988202,minority
3376,72103,Naguabo Municipio,PR - Humacao District,PR,"Naguabo Municipio, Puerto Rico",Fusion-58,Elizabeth,Rosario Cabassa,Female,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,535.782123256,52.9570662,2.33136528,1.391522,0.19095144,26011.6536334,27.6932852,26096.2179566,26632,0.97988202,minority
3377,72105,Naranjito Municipio,PR - Bayamon District,PR,"Naranjito Municipio, Puerto Rico",Fusion-53,Sonia,Otero,Female,Hispanic or Latino,,Yes,,Yes,,,2014,,,587.062861923,58.025688975,2.55450474,1.52470725,0.20922777,28501.2790881,30.34386285,28593.9372256,29181,0.97988202,minority
3378,72107,Orocovis Municipio,PR - Aibonito District,PR,"Orocovis Municipio, Puerto Rico",Fusion - 69,Agnes,Martinez Carrau,Female,Hispanic or Latino,,Yes,,Yes,,,,,,441.730552731,43.660945575,1.92211578,1.14725325,0.15743169,21445.5496706,22.83198645,21515.2695131,21957,0.97988202,minority
3379,72109,Patillas Municipio,PR - Guayama District,PR,"Patillas Municipio, Puerto Rico",Fusion-57,Marjorie,Gierbolini,Female,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,358.482339077,35.432636025,1.55987526,0.93104275,0.12776223,17403.9372219,18.52908715,17460.5177144,17819,0.97988202,minority
3380,72111,Penuelas Municipio,PR - Ponce District,PR,"Peñuelas Municipio, Puerto Rico",Fusion-60,Richard,Jimenez Rosado,Male,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,437.183888573,43.211550225,1.90233174,1.13544475,0.15581127,21224.8139496,22.59698035,21293.8161766,21731,0.97988202,minority
3381,72113,Ponce,PR - Ponce District,PR,"Ponce Municipio, Puerto Rico",Fusion-60,Richard,Jimenez Rosado,Male,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,2998.14277052,296.3384523,13.04591112,7.786713,1.06853076,145556.650558,154.9667658,146029.857677,149028,0.97988202,minority
3382,72115,Quebradillas Municipio,PR - Arecibo District,PR,"Quebradillas Municipio, Puerto Rico",Fusion-52,Wilson,Gonzalez Antongiorgi,Male,Hispanic or Latino,,Yes,,Yes,,,2008,,,495.002971715,48.926427375,2.1539217,1.28561125,0.17641785,24031.8690916,25.58550925,24109.9971021,24605,0.97988202,minority
3383,72117,Rincon Municipio,PR - Aguadilla District,PR,"Rincón Municipio, Puerto Rico",Fusion - 68,Gerardo,Martinez Rodriguez,Male,Hispanic or Latino,,Yes,,Yes,,,,,,292.736770633,28.934299725,1.27379454,0.76028975,0.10433067,14212.0596282,15.13085735,14258.263273,14551,0.97988202,minority
3384,72119,Rio Grande Municipio,PR - Fajardo District,PR,"Río Grande Municipio, Puerto Rico",Fusion-56,Victor,Ramirez Carbonell,Male,Hispanic or Latino,,Yes,,Yes,,,2010,,,1040.60267067,102.853869375,4.5280065,2.70263125,0.37086825,50520.1556092,53.78624125,50684.3974845,51725,0.97988202,minority
3385,72121,Sabana Grande Municipio,PR - Mayaguez District,PR,"Sabana Grande Municipio, Puerto Rico",Fusion-59,Blanca,Portela Martinez,Female,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,473.879089565,46.838528625,2.0620047,1.23074875,0.16888935,23006.3270251,24.49366675,23081.1209811,23555,0.97988202,minority
3386,72123,Salinas Municipio,PR - Guayama District,PR,"Salinas Municipio, Puerto Rico",Fusion-57,Marjorie,Gierbolini,Female,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,590.482919033,58.363729725,2.56938654,1.53358975,0.21044667,28667.3192322,30.52063735,28760.517169,29351,0.97988202,minority
3387,72125,San German Municipio,PR - Mayaguez District,PR,"San Germán Municipio, Puerto Rico",Fusion-59,Blanca,Portela Martinez,Female,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,663.410607408,65.5719516,2.88671904,1.722996,0.23643792,32207.8811285,34.2900936,32312.5894915,32976,0.97988202,minority
3388,72127,San Juan,PR - San Juan District,PR,"San Juan Municipio, Puerto Rico",Fusion-61,Carmen,Ortiz,Female,Hispanic or Latino,,Yes,,Yes,,,2016,,,7143.37269574,706.05577215,31.08317796,18.5526165,2.54588058,346803.165448,369.2236989,347930.628369,355074,0.97988202,minority
3389,72129,San Lorenzo Municipio,PR - Caguas District,PR,"San Lorenzo Municipio, Puerto Rico",Fusion-54,Melissa,Vazquez Sandoval,Female,Hispanic or Latino,,Yes,,Yes,,,2012,,,778.988419743,76.995740475,3.38963634,2.02317225,0.27762957,37819.0612923,40.26403185,37942.0116964,38721,0.97988202,minority
3390,72131,San Sebastian Municipio,PR - Aguadilla District,PR,"San Sebastián Municipio, Puerto Rico",Fusion - 68,Gerardo,Martinez Rodriguez,Male,Hispanic or Latino,,Yes,,Yes,,,,,,784.742162881,77.564444325,3.41467278,2.03811575,0.27968019,38098.3994171,40.56142895,38222.2579541,39007,0.97988202,minority
3391,72133,Santa Isabel Municipio,PR - Ponce District,PR,"Santa Isabel Municipio, Puerto Rico",Fusion-60,Richard,Jimenez Rosado,Male,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,452.996623211,44.774491575,1.97113818,1.17651325,0.16144689,21992.5054394,23.41430245,22064.0034443,22517,0.97988202,minority
3392,72135,Toa Alta Municipio,PR - Bayamon District,PR,"Toa Alta Municipio, Puerto Rico",Fusion-53,Sonia,Otero,Female,Hispanic or Latino,,Yes,,Yes,,,2014,,,1496.13415974,147.8789088,6.51017472,3.885728,0.53321856,72635.7260966,77.3315648,72871.8660634,74368,0.97988202,minority
3393,72137,Toa Baja Municipio,PR - Bayamon District,PR,"Toa Baja Municipio, Puerto Rico",Fusion-53,Sonia,Otero,Female,Hispanic or Latino,,Yes,,Yes,,,2014,,,1650.98227489,163.184200875,7.1839701,4.28789625,0.58840605,80153.4377974,85.33529025,80414.0179713,82065,0.97988202,minority
3394,72139,Trujillo Alto Municipio,PR - Carolina District,PR,"Trujillo Alto Municipio, Puerto Rico",Fusion-55,Alma,Mendez Rios,Female,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,1400.51338655,138.427687125,6.0940971,3.63738375,0.49913955,67993.4390089,72.38915775,68214.4868223,69615,0.97988202,minority
3395,72141,Utuado,PR - Utuado District,PR,"Utuado Municipio, Puerto Rico",Fusion-62,Juan,Acevedo Ayala,Male,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,609.333469104,60.2269308,2.65141152,1.582548,0.21716496,29582.4934382,31.4949768,29678.6666218,30288,0.97988202,minority
3396,72143,Vega Alta Municipio,PR - Bayamon District,PR,"Vega Alta Municipio, Puerto Rico",Fusion-53,Sonia,Otero,Female,Hispanic or Latino,,Yes,,Yes,,,2014,,,777.35886312,76.834674,3.3825456,2.01894,0.2770488,37739.9480472,40.179804,37862.6412528,38640,0.97988202,minority
3397,72145,Vega Baja Municipio,PR - Bayamon District,PR,"Vega Baja Municipio, Puerto Rico",Fusion-53,Sonia,Otero,Female,Hispanic or Latino,,Yes,,Yes,,,2014,,,1102.30452454,108.9525222,4.79649168,2.862882,0.39285864,53515.7151502,56.9754612,53689.6956398,54792,0.97988202,minority
3398,72147,Vieques Municipio,PR - Fajardo District,PR,"Vieques Municipio, Puerto Rico",Fusion-56,Victor,Ramirez Carbonell,Male,Hispanic or Latino,,Yes,,Yes,,,2010,,,180.05594785,17.79685125,0.783483,0.4676375,0.0641715,8741.5252335,9.3066575,8769.944079,8950,0.97988202,minority
3399,72149,Villalba Municipio,PR - Ponce District,PR,"Villalba Municipio, Puerto Rico",Fusion-60,Richard,Jimenez Rosado,Male,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,476.735843151,47.120892075,2.07443538,1.23816825,0.16990749,23145.0193808,24.64132545,23220.2642279,23697,0.97988202,minority
3400,72151,Yabucoa Municipio,PR - Humacao District,PR,"Yabucoa Municipio, Puerto Rico",Fusion-58,Elizabeth,Rosario Cabassa,Female,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,705.779079606,69.75967995,3.07107828,1.8330345,0.25153794,34264.8255019,36.4800177,34376.2210256,35082,0.97988202,minority
3401,72153,Yauco Municipio,PR - Ponce District,PR,"Yauco Municipio, Puerto Rico",Fusion-60,Richard,Jimenez Rosado,Male,Hispanic or Latino,,Yes,,Yes,,,Not sure,,,758.025481457,74.923749525,3.29841966,1.96872775,0.27015843,36801.3328797,39.18050815,36920.9746316,37679,0.97988202,minority
3416,51650,Hampton City,VA - Hampton City,VA,"Hampton city, Virginia",7303,Anton Arnett,Bell,Male,Black or African American,10,Yes,Not Sure,No,,,2013,,2017,54286.0,66084.0,482.0,3191.0,172.0,6851.0,5388.0,82168.0,136454,0.6021662978,minority
3420,51700,Newport News City,VA - Newport News City,VA,"Newport News city, Virginia",7329,Howard,Gwynn,Male,Black or African American,10,Yes,Not Sure,No,,,2013,,2017,81552.0,72008.0,720.0,5675.0,348.0,14697.0,7385.0,100833.0,182385,0.552857965293,minority
3421,51710,Norfolk City,VA - Norfolk City,VA,"Norfolk city, Virginia",7330,Gregory,Underwood,Male,Black or African American,10,Yes,Not Sure,No,,,2013,,2017,108492.0,100941.0,1054.0,8998.0,477.0,17669.0,8762.0,137901.0,246393,0.559679049324,minority
3425,51760,Richmond City,VA - Richmond City,VA,"Richmond city, Virginia",7348,Michael Nehemiah,Herrin,Male,Black or African American,10,Yes,Not Sure,No,,,2013,,2017,89328.0,106641.0,562.0,5224.0,122.0,13418.0,4994.0,130961.0,220289,0.594496320742,minority
