,fips_code,county_name,district,state,GEO_display-label,id,first_name,last_name,gender,race,party,is_incumbent,is_running,is_appointed,won_primary,first_year_elected,last_year_elected,percent_vote,next_election,wa,ba,ia,aa,na,hispanic,tot_tom,tot_persons_color,total_pop,perc_persons_color,majority-minority
3082,02016,Aleutians West Census Area,AK - 3rd Judical District,AK,"Aleutians West Census Area, Alaska",Fusion-43,Scott H.,Leaders,Male,White,,Yes,,Yes,,2011,,,,1476.0,401.0,654.0,1988.0,128.0,799.0,256.0,4226.0,5702,0.741143458436,minority
3083,02016,Aleutians West Census Area,AK - 3rd Judical District,AK,"Aleutians West Census Area, Alaska",Fusion-45,Stephen B.,Wallace,Male,White,,Yes,,Yes,,Not sure,,,,1476.0,401.0,654.0,1988.0,128.0,799.0,256.0,4226.0,5702,0.741143458436,minority
3084,02016,Aleutians West Census Area,AK - 3rd Judical District,AK,"Aleutians West Census Area, Alaska",Fusion-48,Roman J.,Kalytiak,Male,White,,Yes,,Yes,,Not sure,,,,1476.0,401.0,654.0,1988.0,128.0,799.0,256.0,4226.0,5702,0.741143458436,minority
3090,02050,Bethel,AK - 4th Judical District,AK,"Bethel Census Area, Alaska",Fusion-39,J. Michael,Gray,Male,White,,Yes,,Yes,,2008,,,,2034.0,151.0,14485.0,188.0,24.0,320.0,744.0,15912.0,17946,0.88665997994,minority
3091,02050,Bethel,AK - 4th Judical District,AK,"Bethel Census Area, Alaska",Fusion-41,Gregory M.,Olson,Male,White,,Yes,,Yes,,2015,,,,2034.0,151.0,14485.0,188.0,24.0,320.0,744.0,15912.0,17946,0.88665997994,minority
3092,02060,Bristol Bay,AK - 3rd Judical District,AK,"Bristol Bay Borough, Alaska",Fusion-38,Clinton M.,Campion,Male,White,,Yes,,Yes,,2015,,,,391.0,1.0,293.0,10.0,4.0,35.0,158.0,501.0,892,0.561659192825,minority
3093,02060,Bristol Bay,AK - 3rd Judical District,AK,"Bristol Bay Borough, Alaska",Fusion-40,Clinton M.,Campion,Male,White,,Yes,,Yes,,Not sure,,,,391.0,1.0,293.0,10.0,4.0,35.0,158.0,501.0,892,0.561659192825,minority
3094,02060,Bristol Bay,AK - 3rd Judical District,AK,"Bristol Bay Borough, Alaska",Fusion-43,Scott H.,Leaders,Male,White,,Yes,,Yes,,2011,,,,391.0,1.0,293.0,10.0,4.0,35.0,158.0,501.0,892,0.561659192825,minority
3095,02060,Bristol Bay,AK - 3rd Judical District,AK,"Bristol Bay Borough, Alaska",Fusion-45,Stephen B.,Wallace,Male,White,,Yes,,Yes,,Not sure,,,,391.0,1.0,293.0,10.0,4.0,35.0,158.0,501.0,892,0.561659192825,minority
3096,02060,Bristol Bay,AK - 3rd Judical District,AK,"Bristol Bay Borough, Alaska",Fusion-48,Roman J.,Kalytiak,Male,White,,Yes,,Yes,,Not sure,,,,391.0,1.0,293.0,10.0,4.0,35.0,158.0,501.0,892,0.561659192825,minority
3099,02070,Dillingham,AK - 3rd Judical District,AK,"Dillingham Census Area, Alaska",Fusion-38,Clinton M.,Campion,Male,White,,Yes,,Yes,,2015,,,,874.0,31.0,3436.0,51.0,8.0,143.0,454.0,4123.0,4997,0.825095057034,minority
3100,02070,Dillingham,AK - 3rd Judical District,AK,"Dillingham Census Area, Alaska",Fusion-40,Clinton M.,Campion,Male,White,,Yes,,Yes,,Not sure,,,,874.0,31.0,3436.0,51.0,8.0,143.0,454.0,4123.0,4997,0.825095057034,minority
3101,02070,Dillingham,AK - 3rd Judical District,AK,"Dillingham Census Area, Alaska",Fusion-43,Scott H.,Leaders,Male,White,,Yes,,Yes,,2011,,,,874.0,31.0,3436.0,51.0,8.0,143.0,454.0,4123.0,4997,0.825095057034,minority
3102,02070,Dillingham,AK - 3rd Judical District,AK,"Dillingham Census Area, Alaska",Fusion-45,Stephen B.,Wallace,Male,White,,Yes,,Yes,,Not sure,,,,874.0,31.0,3436.0,51.0,8.0,143.0,454.0,4123.0,4997,0.825095057034,minority
3103,02070,Dillingham,AK - 3rd Judical District,AK,"Dillingham Census Area, Alaska",Fusion-48,Roman J.,Kalytiak,Male,White,,Yes,,Yes,,Not sure,,,,874.0,31.0,3436.0,51.0,8.0,143.0,454.0,4123.0,4997,0.825095057034,minority
3109,02105,Hoonah-Angoon Census Area,AK - 1st Judical District,AK,"Hoonah-Angoon Census Area, Alaska",Fusion-42,James T.,Scott,Male,White,,Yes,,Yes,,2013,,,,1012.0,15.0,754.0,31.0,2.0,96.0,223.0,1121.0,2133,0.525550867323,minority
3110,02105,Hoonah-Angoon Census Area,AK - 1st Judical District,AK,"Hoonah-Angoon Census Area, Alaska",Fusion-44,Stephen R.,West,Male,White,,Yes,,Yes,,Not sure,,,,1012.0,15.0,754.0,31.0,2.0,96.0,223.0,1121.0,2133,0.525550867323,minority
3111,02105,Hoonah-Angoon Census Area,AK - 1st Judical District,AK,"Hoonah-Angoon Census Area, Alaska",Fusion-49,James T.,Scott,Male,White,,Yes,,Yes,,Not sure,,,,1012.0,15.0,754.0,31.0,2.0,96.0,223.0,1121.0,2133,0.525550867323,minority
3128,02164,Lake and Peninsula,AK - 3rd Judical District,AK,"Lake and Peninsula Borough, Alaska",Fusion-38,Clinton M.,Campion,Male,White,,Yes,,Yes,,2015,,,,373.0,18.0,957.0,13.0,5.0,41.0,156.0,1190.0,1563,0.761356365963,minority
3129,02164,Lake and Peninsula,AK - 3rd Judical District,AK,"Lake and Peninsula Borough, Alaska",Fusion-40,Clinton M.,Campion,Male,White,,Yes,,Yes,,Not sure,,,,373.0,18.0,957.0,13.0,5.0,41.0,156.0,1190.0,1563,0.761356365963,minority
3130,02164,Lake and Peninsula,AK - 3rd Judical District,AK,"Lake and Peninsula Borough, Alaska",Fusion-43,Scott H.,Leaders,Male,White,,Yes,,Yes,,2011,,,,373.0,18.0,957.0,13.0,5.0,41.0,156.0,1190.0,1563,0.761356365963,minority
3131,02164,Lake and Peninsula,AK - 3rd Judical District,AK,"Lake and Peninsula Borough, Alaska",Fusion-45,Stephen B.,Wallace,Male,White,,Yes,,Yes,,Not sure,,,,373.0,18.0,957.0,13.0,5.0,41.0,156.0,1190.0,1563,0.761356365963,minority
3132,02164,Lake and Peninsula,AK - 3rd Judical District,AK,"Lake and Peninsula Borough, Alaska",Fusion-48,Roman J.,Kalytiak,Male,White,,Yes,,Yes,,Not sure,,,,373.0,18.0,957.0,13.0,5.0,41.0,156.0,1190.0,1563,0.761356365963,minority
3138,02180,Nome,AK - 2nd Judical District,AK,"Nome Census Area, Alaska",Fusion-46,John A.,Earthman,Male,White,,Yes,,Yes,,Not sure,,,,1598.0,60.0,7235.0,113.0,14.0,212.0,614.0,8248.0,9846,0.837700589072,minority
3139,02185,North Slope,AK - 2nd Judical District,AK,"North Slope Borough, Alaska",Fusion-46,John A.,Earthman,Male,White,,Yes,,Yes,,Not sure,,,,3119.0,137.0,4842.0,548.0,163.0,378.0,500.0,6568.0,9687,0.678022091463,minority
3140,02188,Northwest Artic / Kotzebue,AK - 2nd Judical District,AK,"Northwest Arctic Borough, Alaska",Fusion-46,John A.,Earthman,Male,White,,Yes,,Yes,,Not sure,,,,942.0,85.0,5998.0,70.0,18.0,176.0,463.0,6810.0,7752,0.878482972136,minority
3144,02198,Prince of Wales-Hyder Census Area,AK - 1st Judical District,AK,"Prince of Wales-Hyder Census Area, Alaska",Fusion-42,James T.,Scott,Male,White,,Yes,,Yes,,2013,,,,2908.0,26.0,2575.0,42.0,26.0,197.0,567.0,3433.0,6341,0.541397255953,minority
3145,02198,Prince of Wales-Hyder Census Area,AK - 1st Judical District,AK,"Prince of Wales-Hyder Census Area, Alaska",Fusion-44,Stephen R.,West,Male,White,,Yes,,Yes,,Not sure,,,,2908.0,26.0,2575.0,42.0,26.0,197.0,567.0,3433.0,6341,0.541397255953,minority
3146,02198,Prince of Wales-Hyder Census Area,AK - 1st Judical District,AK,"Prince of Wales-Hyder Census Area, Alaska",Fusion-49,James T.,Scott,Male,White,,Yes,,Yes,,Not sure,,,,2908.0,26.0,2575.0,42.0,26.0,197.0,567.0,3433.0,6341,0.541397255953,minority
3160,02158,Kusilvak Census Area,AK - 2nd Judical District,AK,"Kusilvak Census Area, Alaska",Fusion-46,John A.,Earthman,Male,White,,Yes,,Yes,,Not sure,,,,424.0,19.0,7343.0,21.0,0.0,99.0,213.0,7695.0,8119,0.947776819805,minority
3164,02282,Yakutat,AK - 1st Judical District,AK,"Yakutat City and Borough, Alaska",Fusion-42,James T.,Scott,Male,White,,Yes,,Yes,,2013,,,,220.0,18.0,216.0,26.0,10.0,29.0,94.0,393.0,613,0.641109298532,minority
3165,02282,Yakutat,AK - 1st Judical District,AK,"Yakutat City and Borough, Alaska",Fusion-44,Stephen R.,West,Male,White,,Yes,,Yes,,Not sure,,,,220.0,18.0,216.0,26.0,10.0,29.0,94.0,393.0,613,0.641109298532,minority
3166,02282,Yakutat,AK - 1st Judical District,AK,"Yakutat City and Borough, Alaska",Fusion-49,James T.,Scott,Male,White,,Yes,,Yes,,Not sure,,,,220.0,18.0,216.0,26.0,10.0,29.0,94.0,393.0,613,0.641109298532,minority
3167,02290,Yukon-Koyukuk Census Area,AK - 4th Judical District,AK,"Yukon-Koyukuk Census Area, Alaska",Fusion-39,J. Michael,Gray,Male,White,,Yes,,Yes,,2008,,,,1219.0,28.0,3845.0,18.0,7.0,130.0,286.0,4314.0,5533,0.779685523224,minority
3168,02290,Yukon-Koyukuk Census Area,AK - 4th Judical District,AK,"Yukon-Koyukuk Census Area, Alaska",Fusion-41,Gregory M.,Olson,Male,White,,Yes,,Yes,,2015,,,,1219.0,28.0,3845.0,18.0,7.0,130.0,286.0,4314.0,5533,0.779685523224,minority
3223,34011,Cumberland,NJ - Camden Judicial District,NJ,"Cumberland County, New Jersey",Fusion-11,Sean F.,Dalton II,Male,White,Democratic,Yes,,Yes,,2002,,,,73781.0,29508.0,1076.0,2090.0,43.0,44958.0,4398.0,82073.0,155854,0.526601819652,minority
3224,34011,Cumberland,NJ - Camden Judicial District,NJ,"Cumberland County, New Jersey",Fusion-20,John T.,Lenahan,Male,White,Democratic,Yes,,Yes,,2003,2014,,,73781.0,29508.0,1076.0,2090.0,43.0,44958.0,4398.0,82073.0,155854,0.526601819652,minority
3225,34011,Cumberland,NJ - Camden Judicial District,NJ,"Cumberland County, New Jersey",Fusion-4,Diane,Ruberton,Female,White,,Yes,,Yes,,2016,,,,73781.0,29508.0,1076.0,2090.0,43.0,44958.0,4398.0,82073.0,155854,0.526601819652,minority
3226,34011,Cumberland,NJ - Camden Judicial District,NJ,"Cumberland County, New Jersey",Fusion-6,Robert D.,Bernardi,Male,White,,Yes,,Yes,,1999,,,,73781.0,29508.0,1076.0,2090.0,43.0,44958.0,4398.0,82073.0,155854,0.526601819652,minority
3227,34011,Cumberland,NJ - Camden Judicial District,NJ,"Cumberland County, New Jersey",Fusion-7,Mary E.,Colalillo,Female,White,,Yes,,Yes,,2014,,,,73781.0,29508.0,1076.0,2090.0,43.0,44958.0,4398.0,82073.0,155854,0.526601819652,minority
3228,34011,Cumberland,NJ - Camden Judicial District,NJ,"Cumberland County, New Jersey",Fusion-8,Robert L.,Taylor,Male,White,,Yes,,Yes,,2004,,,,73781.0,29508.0,1076.0,2090.0,43.0,44958.0,4398.0,82073.0,155854,0.526601819652,minority
3229,34011,Cumberland,NJ - Camden Judicial District,NJ,"Cumberland County, New Jersey",Fusion-9,Jennifer,Webb-McRae,Female,White,,Yes,,Yes,,2010,,,,73781.0,29508.0,1076.0,2090.0,43.0,44958.0,4398.0,82073.0,155854,0.526601819652,minority
3230,34013,Essex,NJ - Newark Judicial District,NJ,"Essex County, New Jersey",Fusion-17,Frederic M,Knapp,Male,White,,Yes,,Yes,,Not sure,,,,254062.0,308685.0,1564.0,42396.0,316.0,171834.0,18577.0,543372.0,797434,0.6814005924,minority
3231,34013,Essex,NJ - Newark Judicial District,NJ,"Essex County, New Jersey",Fusion-10,Carolyn A.,Murray,Female,White,,Yes,,Yes,,2011,,,,254062.0,308685.0,1564.0,42396.0,316.0,171834.0,18577.0,543372.0,797434,0.6814005924,minority
3234,34013,Essex,NJ - Newark Judicial District,NJ,"Essex County, New Jersey",Fusion-22,Francis A.,Koch,Male,White,,Yes,,Yes,,2014,,,,254062.0,308685.0,1564.0,42396.0,316.0,171834.0,18577.0,543372.0,797434,0.6814005924,minority
3244,34017,Hudson,NJ - Newark Judicial District,NJ,"Hudson County, New Jersey",Fusion-17,Frederic M,Knapp,Male,White,,Yes,,Yes,,Not sure,,,,196547.0,74741.0,1036.0,102804.0,349.0,281934.0,17425.0,478289.0,674836,0.708748495931,minority
3245,34017,Hudson,NJ - Newark Judicial District,NJ,"Hudson County, New Jersey",Fusion-10,Carolyn A.,Murray,Female,White,,Yes,,Yes,,2011,,,,196547.0,74741.0,1036.0,102804.0,349.0,281934.0,17425.0,478289.0,674836,0.708748495931,minority
3248,34017,Hudson,NJ - Newark Judicial District,NJ,"Hudson County, New Jersey",Fusion-22,Francis A.,Koch,Male,White,,Yes,,Yes,,2014,,,,196547.0,74741.0,1036.0,102804.0,349.0,281934.0,17425.0,478289.0,674836,0.708748495931,minority
3263,34023,Middlesex,NJ - Newark Judicial District (northern),NJ,"Middlesex County, New Jersey",Fusion-15,Andrew C.,Carey,Male,White,,Yes,,Yes,,2014,,,,373735.0,79237.0,1341.0,204007.0,224.0,164978.0,17378.0,467165.0,840900,0.555553573552,minority
3264,34023,Middlesex,NJ - Trenton Judicial District (southern),NJ,"Middlesex County, New Jersey",Fusion-15,Andrew C.,Carey,Male,White,,Yes,,Yes,,2014,,,,373735.0,79237.0,1341.0,204007.0,224.0,164978.0,17378.0,467165.0,840900,0.555553573552,minority
3284,34031,Passaic,NJ - Newark Judicial District,NJ,"Passaic County, New Jersey",Fusion-17,Frederic M,Knapp,Male,White,,Yes,,Yes,,Not sure,,,,215954.0,54608.0,839.0,28202.0,108.0,197941.0,13264.0,294962.0,510916,0.577319950833,minority
3285,34031,Passaic,NJ - Newark Judicial District,NJ,"Passaic County, New Jersey",Fusion-10,Carolyn A.,Murray,Female,White,,Yes,,Yes,,2011,,,,215954.0,54608.0,839.0,28202.0,108.0,197941.0,13264.0,294962.0,510916,0.577319950833,minority
3288,34031,Passaic,NJ - Newark Judicial District,NJ,"Passaic County, New Jersey",Fusion-22,Francis A.,Koch,Male,White,,Yes,,Yes,,2014,,,,215954.0,54608.0,839.0,28202.0,108.0,197941.0,13264.0,294962.0,510916,0.577319950833,minority
3311,34039,Union,NJ - Newark Judicial District,NJ,"Union County, New Jersey",Fusion-17,Frederic M,Knapp,Male,White,,Yes,,Yes,,Not sure,,,,231010.0,117287.0,599.0,29598.0,158.0,166026.0,11108.0,324776.0,555786,0.584354409791,minority
3312,34039,Union,NJ - Newark Judicial District,NJ,"Union County, New Jersey",Fusion-10,Carolyn A.,Murray,Female,White,,Yes,,Yes,,2011,,,,231010.0,117287.0,599.0,29598.0,158.0,166026.0,11108.0,324776.0,555786,0.584354409791,minority
3315,34039,Union,NJ - Newark Judicial District,NJ,"Union County, New Jersey",Fusion-22,Francis A.,Koch,Male,White,,Yes,,Yes,,2014,,,,231010.0,117287.0,599.0,29598.0,158.0,166026.0,11108.0,324776.0,555786,0.584354409791,minority
3413,51590,Danville City,VA - Danville City,VA,"Danville city, Virginia",7284,Michael James,Newman,Male,White,19,Yes,Not Sure,No,,,2013,,2017,18608.0,20683.0,100.0,486.0,25.0,1521.0,659.0,23474.0,42082,0.55781569317,minority
3417,51670,Hopewell City,VA - Hopewell City,VA,"Hopewell city, Virginia",7309,Richard Keith,Newman,Male,White,19,Yes,Not Sure,No,,,2013,,2017,11077.0,8686.0,94.0,256.0,34.0,1498.0,733.0,11301.0,22378,0.505004915542,minority
3419,51690,Martinsville City,VA - Martinsville City,VA,"Martinsville city, Virginia",7322,Harry Clay,"Gravely, IV",Male,White,19,Yes,Not Sure,No,,,2013,,2017,6414.0,6129.0,38.0,140.0,1.0,642.0,281.0,7231.0,13645,0.529937706119,minority
3429,51800,Suffolk City,VA - Suffolk City,VA,"Suffolk city, Virginia",7361,Carl Phillips,Ferguson,Male,White,19,Yes,Not Sure,No,,,2013,,2017,43742.0,37045.0,263.0,1598.0,68.0,3289.0,2156.0,44419.0,88161,0.503839566248,minority
